//Pointer=Name	GameType	comment(address)
0059AB84=UnitSelect	{U}	//0859ACE8
0059AD6C=MoveLimitViewChange	{U}	//0859AD28
0001DAB4=MoveLimitView	{U}	//0859AD50
0001DCCC=KOIDO	{U}	//0859AD88
0001DD18=KOIDOAMM	{U}	//0859ADA0
0001DDEC=BMXFADE	{U}	//0859ADC8
0059A28C=ResetCursorPosition	{U}	//0859AE00
0008E760=ADJUSTFROMXI	{U}	//0859AE18
0001E134=SendItemToConvoy	{U}	//0859AE38
0001E73C=MenuItemPanel	{U}	//0859AE88
0001EC44=UnitSwapAnimation	{U}	//0859AEA0
0001F500=PhaseSwitchGfxName	{U}	//0859AEF8
0001F504=PhaseSwitchGfxSquares	{U}	//0859AF40
0001F508=PhaseSwitchGfx_859AF60	{U}	//0859AF60
0059A294=PhaseSwitchGfx	{U}	//0859AF80
0001F62C=GasTrapEffectGfxMaybe	{U}	//0859AFC8
0001F6B8=MineFireEffectGfx	{U}	//0859AFE8
0001F85C=LightArrowTrapEffectGfx	{U}	//0859B048
0001FA88=BootlegPopup	{U}	//0859B0C0
00020FE0=ChapterIntroFxBgScroll	{U}	//0859B0E0
0059B1CC=SomeKeyListener	{U}	//0859B0F0
00015540=ChapterIntroFx	{U}	//0859B1B0
0059B374=GameOverBgScroll	{U}	//0859B340
00021528=GameOverBGEffect	{U}	//0859B358
00021FB4=WhiteCircularFade	{U}	//0859B4F8
00022378=MineAnimSoundEffect	{U}	//0859B560
0059A31C=ChapterIntroTitleOnly	{U}	//0859B578
0002285C=GoBackToUnitMenu	{U}	//0859B600
00029878=WarpTargetPosSelection	{U}	//0859B9B8
00029EF8=TorchTargetPosSelection	{U}	//0859BA38
0002CC50=BattleAnimSimpleLock	{U}	//0859BAC4
0002DDC8=TradeMenu	{U}	//0859BB1C
0003016C=VBlankHandler	{U}	//0859D8B8
00030FD8=MapTask	{U}	//0859D908
00031174=GameGfxUnblocker	{U}	//0859D9E4
0003271C=SMSJumpAnimation	{U}	//0859DA94
00032340=Battle	{U}	//0859DABC
00032354=Arena	{U}	//0859DB24
00010988=PrepScreen	{U}	//0859DBBC
000347D0=UnitInfoWindow	{U}	//0859E13C
00035740=BottomHelpText	{U}	//0859E1B8
0059A2B4=TerrainHealLoop	{U}	//0859E308
0059A2BC=PoisonDamageLoop	{U}	//0859E368
0059A2C4=GorgonEggHatchLoop	{U}	//0859E3D0
0059A2AC=StatusDepletionLoop	{U}	//0859E438
0000BBB0=BkSel	{U}	//0859E520
0003768C=FireTrapEffect	{U}	//0859E5AC
000376B4=MineTrapEffect	{U}	//0859E5FC
00015488=CpPhase	{U}	//085A7F08
000155C0=BerserkPhase	{U}	//085A7F30
00039714=CpOrder	{U}	//085A7F5C
00039774=BerserkOrder	{U}	//085A7F74
00039854=CpDecide	{U}	//085A7FCC
00039EF0=AiTargetCursor	{U}	//085A8004
00039BF0=CpPerform	{U}	//085A8024
00045CDC=SioCon	{U}	//085A932C
00045CD4=SioVSync	{U}	//085A9354
00045CD8=SioMain	{U}	//085A937C
00043028=Hold	{U}	//085A93B8
0004827C=NameSelect	{U}	//085A9614
000D9F00=SioPra	{U}	//085A979C
000D9F04=SioBat	{U}	//085A9888
000D9EFC=SioTerm	{U}	//085A9BA0
000D9F08=SioResult	{U}	//085A9D38
00048258=SioMenu	{U}	//085A9E88
00048A90=LinkArenaPointsBoxLoader	{U}	//085AA06C
00045C24=SioMain2	{U}	//085AA6BC
0004C174=SioWarp	{U}	//085AA86C
0004C22C=SioWarpFx	{U}	//085AA89C
0004F4EC=MenuIdle	{U}	//085B64B8
0004ED20=Menu	{U}	//085B64D0
0004EEA0=MenuCommand	{U}	//085B6510
0004F52C=MenuHelpText	{U}	//085B6518
0004F5B0=MenuHelpText2	{U}	//085B6530
0004F608=MenuIdk	{U}	//085B6540
0004FA9C=TargetSelection	{U}	//085B655C
0004FD84=ekrBattleDeamon	{U}	//085B9358
0004FE20=ekrBattle	{U}	//085B9378
00050DFC=ekrLvlupFan	{U}	//085B93A0
00050F48=ekrGauge	{U}	//085B93B8
00051AF0=ekrDispUP	{U}	//085B95EC
00052354=efxHPBar	{U}	//085B9604
00052624=efxHPBarResire	{U}	//085B962C
000529AC=efxAvoid	{U}	//085B9664
00052A40=efxHPBarLive	{U}	//085B968C
00052C20=efxNoDamage	{U}	//085B96B4
00052C9C=efxNoDamageYure	{U}	//085B96DC
00052DB4=efxStatusCHG	{U}	//085B96F4
00052DF4=efxDeadEVTENT	{U}	//085B9724
00052FE8=efxDead	{U}	//085B975C
00053140=efxDeadPika	{U}	//085B977C
00053204=efxDeadAlpha	{U}	//085B9794
00053360=efxDeadDragonAlpha	{U}	//085B97AC
0005343C=efxFarAttack	{U}	//085B97C4
000536B0=efxQuakePure	{U}	//085B97EC
00053774=efxQuake	{U}	//085B989C
00053A24=efxHitQuake	{U}	//085B98B4
00053F40=efxFlashBG	{U}	//085B98CC
00054474=efxFlashHPBar	{U}	//085B9994
00054680=efxHPBarColorChange	{U}	//085B99C4
00054814=efxFlashUnit	{U}	//085B99E4
0005492C=efxFlashUnitEffect	{U}	//085B9A0C
00054AC0=efxStatusUnit	{U}	//085B9A34
00054EC8=efxWeaponIcon	{U}	//085B9A5C
00054FDC=efxSpellCast	{U}	//085B9A84
00055CEC=ekrBattleStarting	{U}	//085B9AD4
00056D68=ekrWindowAppear	{U}	//085B9D0C
00056E40=ekrNamewinAppear	{U}	//085B9D24
00056F44=ekrBaseAppear	{U}	//085B9D44
00059920=ekrChienCHR	{U}	//085B9D94
0005A9DC=ekrAnimeDrvProc	{U}	//085B9DAC
0005AA24=ekrUnitMainMini	{U}	//085B9DC4
0005B100=ekrTogiInitPROC	{U}	//085B9DDC
0005B28C=ekrTogiEndPROC	{U}	//085B9E0C
0005B374=ekrTogiColor	{U}	//085B9E34
0005BCC0=efxMagicQUAKE	{U}	//085D5058
0005BEB0=efxDummymagic	{U}	//085D5070
0005BF3C=efxTeono	{U}	//085D5088
0005C024=efxTeonoOBJ	{U}	//085D50A0
0005C298=efxArrow	{U}	//085D50F8
0005C3A4=efxArrowOBJ	{U}	//085D5110
0005C440=efxTeyari	{U}	//085D5128
0005C968=efxSong	{U}	//085D5158
0005CC10=efxDance	{U}	//085D5278
0005CD58=efxShooter	{U}	//085D5290
0005CF00=efxHurtmut	{U}	//085D52C0
0005D098=efxFirebreath	{U}	//085D52F0
0005D3C0=efxIcebreath	{U}	//085D5358
0005D504=efxDarkbreath	{U}	//085D5390
0005D810=efxThunder	{U}	//085D5428
0005D910=efxThunderBG	{U}	//085D5440
0005D9EC=efxThunderBGCOL	{U}	//085D5468
0005DA90=efxThunderOBJ	{U}	//085D5488
0005DB14=efxFire	{U}	//085D54A0
0005DCAC=efxFireBG	{U}	//085D54B8
0005DE4C=efxFireHITBG	{U}	//085D5548
0005DF38=efxElfireBG	{U}	//085D5608
0005DFDC=efxElfireBGCOL	{U}	//085D5620
0005E074=efxElfireOBJ	{U}	//085D5640
0005E11C=efxFimbulvetr	{U}	//085D5658
0005E78C=efxThunderstorm	{U}	//085D5770
0005EBD0=efxAlacalibur	{U}	//085D5880
0005EF10=efxMistyrain	{U}	//085D58F0
0005F38C=efxResire	{U}	//085D5AE0
0005F8EC=efxLightning	{U}	//085D5CF0
0005FB1C=efxPurge	{U}	//085D5EAC
0005FEBC=efxDevine	{U}	//085D62FC
00060008=efxDevineBG	{U}	//085D6314
000608DC=efxFenrir	{U}	//085D6644
00061048=efxLive	{U}	//085D68BC
0006117C=efxRelive	{U}	//085D68D4
000612E0=efxRecover	{U}	//085D68EC
00061444=efxReblow	{U}	//085D6904
00061C44=efxReserve	{U}	//085D69CC
00062124=efxRest	{U}	//085D6A68
000622E0=efxRestBG	{U}	//085D6A80
00062418=efxSilence	{U}	//085D6B20
000626B0=efxSleep	{U}	//085D6BB8
000629D0=efxHammarne	{U}	//085D6CB0
00062C4C=efxBerserk	{U}	//085D6D68
0006324C=efxMshield	{U}	//085D6E70
000634B8=efxShine	{U}	//085D6EF4
000639AC=efxLuna	{U}	//085D6FCC
00064340=efxExcalibur	{U}	//085D71F8
00064EAC=efxOura	{U}	//085D7490
0006566C=efxDancepara	{U}	//085D7670
0006580C=efxIvaldi	{U}	//085D7688
000659FC=efxIvaldiBG1	{U}	//085D76A0
00065AD8=efxIvaldiBG2	{U}	//085D76E8
00065BA4=efxIvaldiBG3	{U}	//085D7714
00065C8C=efxIvaldiBG4	{U}	//085D77B0
00065DF4=efxIvaldiOBJFall	{U}	//085D77CC
00065F60=efxIvaldiOBJSideWash	{U}	//085D77E4
000660B0=efxIvaldiOBJUprise	{U}	//085D77FC
000662D0=efxIvaldiOBJ1	{U}	//085D7814
000664A4=efxIvaldiWOUT	{U}	//085D7844
0006750C=efxStone	{U}	//085D7E20
000677D0=efxEvilEye	{U}	//085D7F00
00067BB4=efxNaglfar	{U}	//085D80B0
00067E08=efxNaglfarBG	{U}	//085D80C8
00067ED4=efxNaglfarBG2	{U}	//085D80E8
00067FA4=efxNaglfarBG3	{U}	//085D81C0
00068068=efxNaglfarBG4	{U}	//085D81F8
000681A0=efxNaglfarOBJ	{U}	//085D8238
000682D4=efxNaglfarOBJ2	{U}	//085D8250
00068344=efxNaglfarOBJRockGyre	{U}	//085D8268
00068634=efxNaglfarBlack	{U}	//085D8280
00068BB4=efxDarkGrado	{U}	//085D8318
00069EFC=efxCrimsonEye	{U}	//085D8764
0006AF2C=efxDarkLongMons	{U}	//085D89A0
0006B530=efxGorgon	{U}	//085D8B0C
0006C644=efxDamageMojiEffect	{U}	//085D8D44
0006C6A0=efxDamageMojiEffectOBJ	{U}	//085D8D5C
0006C764=efxCriticalEffect	{U}	//085D8D74
0006C7D4=efxCriticalEffectBG	{U}	//085D8D8C
0006C834=efxCriticalEffectBGCOL	{U}	//085D8DA4
0006C8C0=efxNormalEffect	{U}	//085D8DC4
0006C968=efxNormalEffectBG	{U}	//085D8DDC
0006CA04=efxPierceCriticalEffect	{U}	//085D8E1C
0006D97C=efxSpecalEffect	{U}	//085D90DC
0006DF78=efxMantBatabata	{U}	//085D9284
0006E030=efxChillEffect	{U}	//085D92A4
0006E0C0=efxChillEffectBG	{U}	//085D92BC
0006E14C=efxChillEffectBGCOL	{U}	//085D92E0
0006E264=efxChillAnime	{U}	//085D9300
0006E364=efxSkillType01BG	{U}	//085D9318
0006E5E8=efxSkillCommonBG	{U}	//085D93F0
0006EB98=efxOpFire	{U}	//085D9454
0006EC08=efxOpFireBG	{U}	//085D947C
0006ECA4=efxOpFireOBJ	{U}	//085D94C4
0006ED28=efxOpThunder	{U}	//085D94DC
0006ED9C=efxOpThunderBG	{U}	//085D9504
0006EE5C=efxOpThunderBGCOL	{U}	//085D9524
0006EEE4=efxOpThunderOBJ	{U}	//085D9544
00071710=ekrsubAnimeEmulator	{U}	//08758A30
000719EC=efxSoundSE	{U}	//08758A48
00072A40=ekrClasschg	{U}	//08758FC0
000739BC=ekrLevelup	{U}	//0875932C
00074F78=ekrTriangle	{U}	//087595A4
000751B8=ekrPegasusKnight	{U}	//087595BC
000752A4=ekrPegasusKnightBG	{U}	//087595D4
0007604C=ekrPopup	{U}	//0878D520
00075F74=ekrPopup2	{U}	//0878D588
0007637C=ekrHenseiInitPROC	{U}	//0878D5F0
00076480=ekrHenseiEndPROC	{U}	//0878D620
00076ACC=ekrDragonBodyAnime	{U}	//087F43D4
0007813C=efxSelfThunderBG	{U}	//08801880
0007886C=MoveUnitStep	{U}	//089A2938
00032854=MovingUnitGfx	{U}	//089A2C48
0000D3D8=MoveUnitDeathBlend	{U}	//089A2C80
0004C028=89A2CF8	{U}	//089A2CF8
00079DAC=MuCtr	{U}	//089A2DB0
0007B73C=MapAnimSteal	{U}	//089A32C8
0007B794=MapAnimSummon	{U}	//089A3398
0007B7EC=MapAnimSummonDK	{U}	//089A33C0
0007B850=MapAnimDance	{U}	//089A34B0
0007B8BC=MapAnimBattle	{U}	//089A3508
0007A8C0=MapAnimEnd	{U}	//089A35B0
0007BBC4=MapAnimBattleInfoBox	{U}	//089A3688
0007AAD8=MapAnim_ExpBar	{U}	//089A36F8
0007B8D0=MapAnimBattleWithMapEvents	{U}	//089A3874
0007CC20=WallBreakAnim	{U}	//089A3924
0007CCB8=PoisonEffect	{U}	//089A3944
0007D85C=MapAnimEffectAnimation	{U}	//089A3BA4
0007E794=UnlockEffect	{U}	//089A3E6C
0007F120=MapAnimLevelUp	{U}	//089A3F74
0007F624=15FrameBG0Shaker	{U}	//089A4064
0007F834=SomeStarRotationEffect	{U}	//089A407C
0007F888=SomeNiceSpecialEffects	{U}	//089A434C
00080D64=SummonGfx	{U}	//089A46AC
00081274=MapAnimDefaultRound	{U}	//089A4764
008B0110=ItemAnimUnlockStaff	{U}	//089A4C3C
008B0090=ItemAnimWarpRescue	{U}	//089A5214
00085384=GameOver	{U}	//089EDF78
00086C4C=BG3HSlide	{U}	//08A006E4
00A00A24=StatScreenVPositionHandler	{U}	//08A009C8
00087E24=StatScreen	{U}	//08A009D8
00089180=HelpTextBubble	{U}	//08A00AD0
0008CBF4=UI1	{U}	//08A0190C
0008D138=UI2	{U}	//08A01994
0008D14C=SideWindowMaker	{U}	//08A019C4
0008CBF8=PI	{U}	//08A019E4
0008E780=ChapterStatusScreen	{U}	//08A01B54
000920D8=bmenu	{U}	//08A177A0
00043D58=bmenu2	{U}	//08A178C0
00046E08=AtMenu	{U}	//08A1829C
00096694=PrepScreenTraineePromotion	{U}	//08A184F4
00097664=MenuScroll	{U}	//08A18808
000A87D8=MaybeMapView	{U}	//08A1FB38
000AA4F0=SaveMenu	{U}	//08A200B8
000AA528=SaveMenu2	{U}	//08A203A8
000AB310=SaveDraw	{U}	//08A206A8
000AB544=SaveDrawCursor	{U}	//08A206D8
000AC3F0=NewGameDiffilcultySelect	{U}	//08A20A10
000AD318=ParallelWorker	{U}	//08A20C04
000ADBEC=SmallBrownNameBoxes	{U}	//08A20D6C
000AE2B4=FadeIn	{U}	//08A20DA4
000AE2CC=FadeOut	{U}	//08A20DCC
000B1698=ClaimBonusItemMenu	{U}	//08A215A8
000B1DE0=CfExplReWrite	{U}	//08A2EC88
000B1C8C=CfObj	{U}	//08A2ECA8
00022638=Config1	{U}	//08A2ECE0
00033ED0=Config2	{U}	//08A2ED88
000B9914=Config3	{U}	//08A2EE00
000B29AC=OpInfo	{U}	//08A2EEF0
000B4264=Shop	{U}	//08A39210
000B5788=ArenaThing	{U}	//08A394DC
0000C194=WorldMap	{U}	//08A3D748
005918C0=WorldMapWrapper	{U}	//08A3DD50
000BA74C=GmapScreenVSync	{U}	//08A3DDF4
000BAC14=GmapScreen	{U}	//08A3DE84
000BAE40=GmapUnit	{U}	//08A3DECC
000BB208=GmapUnitContainer	{U}	//08A3DEFC
000BB408=GmapUnitFade	{U}	//08A3DF2C
000BBA20=GmapScreen2	{U}	//08A3DF64
000BBBF0=GmapCursor	{U}	//08A3DF94
000BC3D0=GmapRoute	{U}	//08A3DFC4
000BDC24=WMapMUPrim	{U}	//08A3E248
000BDC38=WMapMU	{U}	//08A3E2C0
000BF138=WMapPI	{U}	//08A3E464
000BF224=WMapMoveCursor	{U}	//08A3E4F4
000BF3B8=WMapScrollManage	{U}	//08A3E52C
000BF6DC=WMapPalFade	{U}	//08A3E55C
000BFB00=WMapBaseEntry	{U}	//08A3E594
000C01EC=GmapMuEntry	{U}	//08A3E624
000C07E8=GmapTmConfront	{U}	//08A3E6E4
000C12A8=GmapEffectPa	{U}	//08A3EA00
000C12A4=GmapEffect	{U}	//08A3EA38
000C16D8=GmapSogu	{U}	//08A3EA70
000C1A88=GmapTimeMons	{U}	//08A3EAA8
000C2058=GmapRMUpdate	{U}	//08A3EAF0
000C1F30=GmapRMUpdate2	{U}	//08A3EB10
000C2438=GmapRM	{U}	//08A3EB50
000C4888=Credits	{U}	//08AA2084
00591728=IntroSequence	{U}	//08AA71C8
00591710=PreIntroSequence	{U}	//08AA7680
000CC4A8=PromotionMain	{U}	//08B12614
000CC984=PromotionInit	{U}	//08B126CC
000CD628=ccramifyEnd	{U}	//08B127EC
000CD678=ccramifyEvent	{U}	//08B1280C
000226F4=Guide	{U}	//08B12C64
000B9898=Guide2	{U}	//08B12D1C

00006AB4=gPoc_TextBoxSlideAnimation	{J}	//085B9260
00001444=KeyStatusSetter	{J}	//085775D0
0000255C=SongVolumeTransitionA	{J}	//08577608
000028B0=SongVolumeTransitionB	{J}	//08577620
00039F80=PlaySongDelayed	{J}	//08577638
000048E4=GreenTextColorAnimator	{J}	//08577F34
000053CC=HiObjKeeper	{J}	//085B8D74
00006B34=DialogueSkipInputListener	{J}	//085B90D8
0000698C=DialogueMain	{J}	//085B90F0
00007198=DialoguePauseTimer	{J}	//085B9168
00007BFC=TextBluArrowAndButtonChecker	{J}	//085B9188
00007D8C=DialogueTextChoice	{J}	//085B9248
0000964C=APProc	{J}	//085B9424
0000D3F8=MapEventEngine	{J}	//085B98A0
0000D458=BattleEventEngine	{J}	//085B98D8
0000E8A8=FaceWitness	{J}	//085B9BCC
00011594=Popup	{J}	//085B9FAC
00011658=ItemGot	{J}	//085BA094
00013DA0=FadeInBlack	{J}	//085C24A8
00013DBC=FadeOutBlack	{J}	//085C24C8
00013E04=FadeInWhite	{J}	//085C24E8
00013E1C=FadeOutWhite	{J}	//085C2508
00014308=Timer	{J}	//085C2558
000144A0=PaletteAnimator	{J}	//085C2578
00014908=FutureCall2	{J}	//085C2580
00014928=FutureCall	{J}	//085C2590
00031134=MapMain	{J}	//085C2670
0000FE48=CameraMovement	{J}	//085C29C8
0007E8A4=DebugMonitor	{J}	//085C2EDC
000225D4=PlayerPhase	{J}	//085C2F58
005C31EC=MoveLimitViewChange	{J}	//085C31A8
0001D73C=MoveLimitView	{J}	//085C31D0
0001D930=KOIDO	{J}	//085C3208
0001D97C=KOIDOAMM	{J}	//085C3220
00006DF0=BMXFADE	{J}	//085B9120
005C270C=ResetCursorPosition	{J}	//085C3280
00090A34=ADJUSTFROMXI	{J}	//085C3298
0001DD90=SendItemToConvoy	{J}	//085C32B8
0001E6B8=MenuItemPanel	{J}	//085C3308
0001E89C=UnitSwapAnimation	{J}	//085C3320
0001F158=PhaseSwitchGfxName	{J}	//085C3378
0001F15C=PhaseSwitchGfxSquares	{J}	//085C33C0
0001F160=PhaseSwitchGfx_859AF60	{J}	//085C33E0
005C2714=PhaseSwitchGfx	{J}	//085C3400
0001F284=GasTrapEffectGfxMaybe	{J}	//085C3448
0001F310=MineFireEffectGfx	{J}	//085C3468
0001F4B4=LightArrowTrapEffectGfx	{J}	//085C34C8
0001F6E0=BootlegPopup	{J}	//085C3540
00005DF0=SomeKeyListener	{J}	//085B8FCC
00015564=ChapterIntroFx	{J}	//085C3630
00021220=GameOverBGEffect	{J}	//085C37D8
00022824=GoBackToUnitMenu	{J}	//085C3AE0
00029818=WarpTargetPosSelection	{J}	//085C3E98
00029E84=TorchTargetPosSelection	{J}	//085C3F18
0002CB88=BattleAnimSimpleLock	{J}	//085C3FA4
0002DD00=TradeMenu	{J}	//085C3FFC
00030140=VBlankHandler	{J}	//085C5D98
00031138=MapTask	{J}	//085C5DE8
000310C0=GameGfxUnblocker	{J}	//085C5EC4
00032668=SMSJumpAnimation	{J}	//085C5F74
0003228C=Battle	{J}	//085C5F9C
000322A0=Arena	{J}	//085C6004
00010ACC=PrepScreen	{J}	//085C609C
000348C8=UnitInfoWindow	{J}	//085C661C
000374FC=BkSel	{J}	//085C6A48
000155DC=CpPhase	{J}	//085D1E10
00007B20=BerserkPhase	{J}	//085B9208
000397EC=BerserkOrder	{J}	//085D1E7C
000398CC=CpDecide	{J}	//085D1ED4
00039F68=AiTargetCursor	{J}	//085D1F0C
00039C68=CpPerform	{J}	//085D1F2C
00045EE8=SioCon	{J}	//085D3234
00045EE0=SioVSync	{J}	//085D325C
00045EE4=SioMain	{J}	//085D3284
00042FBC=Hold	{J}	//085D32C0
00048194=NameSelect	{J}	//085D351C
00048170=SioMenu	{J}	//085D3D90
000498A0=LinkArenaPointsBoxLoader	{J}	//085D4110
00045BC4=SioMain2	{J}	//085D4760
0004CF14=SioWarp	{J}	//085D4910
0004CFCC=SioWarpFx	{J}	//085D4940
0005039C=Menu	{J}	//085E06B0
0004FC2C=MenuCommand	{J}	//085E06F0
000502A0=MenuHelpText	{J}	//085E06F8
00050324=MenuHelpText2	{J}	//085E0710
0005037C=MenuIdk	{J}	//085E0720
00050810=TargetSelection	{J}	//085E073C
00050AF8=ekrBattleDeamon	{J}	//085E3538
00050B94=ekrBattle	{J}	//085E3558
00051B30=ekrLvlupFan	{J}	//085E3580
00051C7C=ekrGauge	{J}	//085E3598
000527E8=ekrDispUP	{J}	//085E37CC
00053318=efxHPBarResire	{J}	//085E380C
0005369C=efxAvoid	{J}	//085E3844
00053730=efxHPBarLive	{J}	//085E386C
0005398C=efxNoDamageYure	{J}	//085E38BC
00053AA4=efxStatusCHG	{J}	//085E38D4
00053AE4=efxDeadEVTENT	{J}	//085E3904
00053CD8=efxDead	{J}	//085E393C
00053E30=efxDeadPika	{J}	//085E395C
00053EF4=efxDeadAlpha	{J}	//085E3974
00054050=efxDeadDragonAlpha	{J}	//085E398C
0005439C=efxQuakePure	{J}	//085E39CC
00054460=efxQuake	{J}	//085E3A7C
00054710=efxHitQuake	{J}	//085E3A94
00054C28=efxFlashBG	{J}	//085E3AAC
0005515C=efxFlashHPBar	{J}	//085E3B74
00055368=efxHPBarColorChange	{J}	//085E3BA4
000554FC=efxFlashUnit	{J}	//085E3BC4
00055614=efxFlashUnitEffect	{J}	//085E3BEC
000752B0=efxStatusUnit	{J}	//085E3C14
00054E3C=efxWeaponIcon	{J}	//085E3AFC
00055CAC=efxSpellCast	{J}	//085E3C64
00056C74=ekrBattleStarting	{J}	//085E3D04
00057CF0=ekrWindowAppear	{J}	//085E3F3C
00057DC8=ekrNamewinAppear	{J}	//085E3F54
00057ECC=ekrBaseAppear	{J}	//085E3F74
0005A6C4=ekrChienCHR	{J}	//085E3FC4
0005B780=ekrAnimeDrvProc	{J}	//085E3FDC
0005B7C8=ekrUnitMainMini	{J}	//085E3FF4
0005BEA4=ekrTogiInitPROC	{J}	//085E400C
0004CDC8=ekrTogiEndPROC	{J}	//08A13380
0005C118=ekrTogiColor	{J}	//085E4064
0005CA60=efxMagicQUAKE	{J}	//085FF288
0005CC4C=efxDummymagic	{J}	//085FF2A0
0005CCD8=efxTeono	{J}	//085FF2B8
0005CDC0=efxTeonoOBJ	{J}	//085FF2D0
0005D034=efxArrow	{J}	//085FF328
0005D140=efxArrowOBJ	{J}	//085FF340
0005D1DC=efxTeyari	{J}	//085FF358
0005D704=efxSong	{J}	//085FF388
0005D9AC=efxDance	{J}	//085FF4A8
0005DAF4=efxShooter	{J}	//085FF4C0
0005E000=efxHurtmut	{J}	//085FF558
0005E198=efxFirebreath	{J}	//085FF588
0005E4C0=efxIcebreath	{J}	//085FF5F0
0005E604=efxDarkbreath	{J}	//085FF628
0005E910=efxThunder	{J}	//085FF6C0
0005EA10=efxThunderBG	{J}	//085FF6D8
0005EAEC=efxThunderBGCOL	{J}	//085FF700
0005EB90=efxThunderOBJ	{J}	//085FF720
0005EC14=efxFire	{J}	//085FF738
0005EDAC=efxFireBG	{J}	//085FF750
0005EF4C=efxFireHITBG	{J}	//085FF7E0
0005F038=efxElfireBG	{J}	//085FF8A0
0005F0DC=efxElfireBGCOL	{J}	//085FF8B8
0005F174=efxElfireOBJ	{J}	//085FF8D8
0005F21C=efxFimbulvetr	{J}	//085FF8F0
0005F88C=efxThunderstorm	{J}	//085FFA08
0005FCD0=efxAlacalibur	{J}	//085FFB18
00060010=efxMistyrain	{J}	//085FFB88
0006048C=efxResire	{J}	//085FFD78
000609EC=efxLightning	{J}	//085FFF88
00060C1C=efxPurge	{J}	//08600144
00060FBC=efxDevine	{J}	//08600594
0005F470=efxDevineBG	{J}	//085FF950
000619DC=efxFenrir	{J}	//086008DC
00062148=efxLive	{J}	//08600B54
0006227C=efxRelive	{J}	//08600B6C
0006227C=efxRecover	{J}	//08600B6C
00062544=efxReblow	{J}	//08600B9C
00062D74=efxReserve	{J}	//08600C64
00063224=efxRest	{J}	//08600D00
000633E0=efxRestBG	{J}	//08600D18
00063518=efxSilence	{J}	//08600DB8
000637B0=efxSleep	{J}	//08600E50
00063AD0=efxHammarne	{J}	//08600F48
00063D4C=efxBerserk	{J}	//08601000
0006434C=efxMshield	{J}	//08601108
000645B8=efxShine	{J}	//0860118C
00064AAC=efxLuna	{J}	//08601264
